dataset,item_id_hash,model,cache_key,reconciliation_class,retry_count,paid_api_calls_for_item_model,parse_status,scalar_difficulty,pilot_cache_import,cache_hit,primary_table_eligible
xes3g5m,cab7e687d7ac491f2ca92acd1ae8eed1c493838fe8ff619eccfcb6da5b70943f,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,cab7e687d7ac491f2ca92acd1ae8eed1c493838fe8ff619eccfcb6da5b70943f,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
xes3g5m,37fd1884d456f3340efd0e28c2b29b6bca6a42491b10ffb3bfb94e87b47b9562,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
xes3g5m,37fd1884d456f3340efd0e28c2b29b6bca6a42491b10ffb3bfb94e87b47b9562,gpt-5.4,,new_primary_first_pass,0,1,valid,0.42,False,False,True
xes3g5m,a39b72f6261194a7bd6bc6a0ff83f070ebc17b4542ab5af85641e7b67a7e8158,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
xes3g5m,a39b72f6261194a7bd6bc6a0ff83f070ebc17b4542ab5af85641e7b67a7e8158,gpt-5.4,,new_primary_first_pass,0,1,valid,0.32,False,False,True
xes3g5m,e9fbe4fcdcfbffbccd182d661019d4614bea1fac673e85e9150e11475f5caf78,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,e9fbe4fcdcfbffbccd182d661019d4614bea1fac673e85e9150e11475f5caf78,gpt-5.4,,new_primary_first_pass,0,1,valid,0.34,False,False,True
xes3g5m,5c07199549ae97431ae668e3378edbb64b59d49c981702c1d005a0272c52313e,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.8,False,False,True
xes3g5m,5c07199549ae97431ae668e3378edbb64b59d49c981702c1d005a0272c52313e,gpt-5.4,,new_primary_first_pass,0,1,valid,0.78,False,False,True
xes3g5m,b00152836bbda4e90009576db2401dffd041bfab0efb3568cc59e5105fbd03d7,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
xes3g5m,b00152836bbda4e90009576db2401dffd041bfab0efb3568cc59e5105fbd03d7,gpt-5.4,,new_primary_first_pass,0,1,valid,0.82,False,False,True
xes3g5m,5bd4300b0749e98cd1a8b9fb63cf03d43088f82d5eb0b67663ce64384e834c0c,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,5bd4300b0749e98cd1a8b9fb63cf03d43088f82d5eb0b67663ce64384e834c0c,gpt-5.4,,new_primary_first_pass,0,1,valid,0.62,False,False,True
xes3g5m,636b491835c94ebf4363f4fbdf8ac2a65a24a24ec34b1080ee390feb67347be6,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
xes3g5m,636b491835c94ebf4363f4fbdf8ac2a65a24a24ec34b1080ee390feb67347be6,gpt-5.4,,new_primary_first_pass,0,1,valid,0.32,False,False,True
xes3g5m,b38ecb744491e62a0a1bd4b82ad078070f300f2a7e64f267e19178718e8284c9,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,b38ecb744491e62a0a1bd4b82ad078070f300f2a7e64f267e19178718e8284c9,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
xes3g5m,df09a475e1d4a31941838cc7dca3aa157e79016a22cbb5c1fe5d806b93d4d79e,gpt-4o-mini,,pilot_cache_hit,0,0,valid,0.4,True,True,True
xes3g5m,df09a475e1d4a31941838cc7dca3aa157e79016a22cbb5c1fe5d806b93d4d79e,gpt-5.4,,pilot_cache_hit,0,0,valid,0.1,True,True,True
xes3g5m,18e8a2e50d678faf4da046bdce81d9c46738083198d7cf34b8616ded2d44944d,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
xes3g5m,18e8a2e50d678faf4da046bdce81d9c46738083198d7cf34b8616ded2d44944d,gpt-5.4,,new_primary_first_pass,0,1,valid,0.62,False,False,True
xes3g5m,a850fbf1a0674c7b050c541dcedf3bc8490ded7900bd18d8ebd00f5fea017cfe,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
xes3g5m,a850fbf1a0674c7b050c541dcedf3bc8490ded7900bd18d8ebd00f5fea017cfe,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
xes3g5m,a5407937966d078bf64986669b576af1da38a360975e09a23ecea47d90b23c20,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
xes3g5m,a5407937966d078bf64986669b576af1da38a360975e09a23ecea47d90b23c20,gpt-5.4,,new_primary_first_pass,0,1,valid,0.12,False,False,True
xes3g5m,a454d6bf52117be57d078121515152f460ce5d58f55921e1acddb80bc5b6f903,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,a454d6bf52117be57d078121515152f460ce5d58f55921e1acddb80bc5b6f903,gpt-5.4,,new_primary_first_pass,0,1,valid,0.2,False,False,True
xes3g5m,2d4687a9cf23c64ad832fb25ec02af4eb431557e097638b2a3f636c86cc849b9,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
xes3g5m,2d4687a9cf23c64ad832fb25ec02af4eb431557e097638b2a3f636c86cc849b9,gpt-5.4,,new_primary_first_pass,0,1,valid,0.1,False,False,True
xes3g5m,996ba9af642f6f86a6c29a39df9e3605e0234cf31cd1a54f36b5ea33eaa9df86,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
xes3g5m,996ba9af642f6f86a6c29a39df9e3605e0234cf31cd1a54f36b5ea33eaa9df86,gpt-5.4,,new_primary_first_pass,0,1,valid,0.28,False,False,True
xes3g5m,2f44f55dea0d26139d0d2a2c286f32294b3920d399c94df1f8e54c1253c8a691,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
xes3g5m,2f44f55dea0d26139d0d2a2c286f32294b3920d399c94df1f8e54c1253c8a691,gpt-5.4,,new_primary_first_pass,0,1,valid,0.28,False,False,True
xes3g5m,07cbed62d5d1ca2be868e5fe2cb3c6478a2f09b4c1eba37774ce83e53742903a,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,07cbed62d5d1ca2be868e5fe2cb3c6478a2f09b4c1eba37774ce83e53742903a,gpt-5.4,,new_primary_first_pass,0,1,valid,0.2,False,False,True
xes3g5m,9ea1d6ae2f52f9983df32211b99d9052397d319dce141e678ea3fdec4ce94bcd,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
xes3g5m,9ea1d6ae2f52f9983df32211b99d9052397d319dce141e678ea3fdec4ce94bcd,gpt-5.4,,new_primary_first_pass,0,1,valid,0.62,False,False,True
xes3g5m,d50967f770a00548771f699c419dee1288dcc900e311d7323f448d1ec22ed8fa,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
xes3g5m,d50967f770a00548771f699c419dee1288dcc900e311d7323f448d1ec22ed8fa,gpt-5.4,,new_primary_first_pass,0,1,valid,0.32,False,False,True
xes3g5m,462e65b31705456fe06307a65a50625a126367c9e0380bdc15b923c523e65990,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,462e65b31705456fe06307a65a50625a126367c9e0380bdc15b923c523e65990,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
xes3g5m,56ff5860a5b2b9fd7c6325b02e5299c9c6e7086b195001ca6fb5bbfc667592a1,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,56ff5860a5b2b9fd7c6325b02e5299c9c6e7086b195001ca6fb5bbfc667592a1,gpt-5.4,,new_primary_first_pass,0,1,valid,0.62,False,False,True
xes3g5m,44680978861cfcca25f32becca11db5bc56bbd245b656c54bb488a87948e7845,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
xes3g5m,44680978861cfcca25f32becca11db5bc56bbd245b656c54bb488a87948e7845,gpt-5.4,,new_primary_first_pass,0,1,valid,0.62,False,False,True
xes3g5m,140fb23a1c2bcf98ef912ac68a084ae95dfa742f64e5d1a8b79a92250d2c71c4,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
xes3g5m,140fb23a1c2bcf98ef912ac68a084ae95dfa742f64e5d1a8b79a92250d2c71c4,gpt-5.4,,new_primary_first_pass,0,1,valid,0.62,False,False,True
xes3g5m,73178b29fd11e366aca416cd9eefb0d9266118cc9b73bff9a8ec1a83518d32a8,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
xes3g5m,73178b29fd11e366aca416cd9eefb0d9266118cc9b73bff9a8ec1a83518d32a8,gpt-5.4,,new_primary_first_pass,0,1,valid,0.08,False,False,True
xes3g5m,a6b586f8d46c485f52ae4d6169b464107a1fee5b44651b5b040f449dffdf11e0,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
xes3g5m,a6b586f8d46c485f52ae4d6169b464107a1fee5b44651b5b040f449dffdf11e0,gpt-5.4,,new_primary_first_pass,0,1,valid,0.62,False,False,True
xes3g5m,1c2fb631cfc79a9b91431ad9cf6505c34f9ca1b6ba071385cfba541729e79729,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
xes3g5m,1c2fb631cfc79a9b91431ad9cf6505c34f9ca1b6ba071385cfba541729e79729,gpt-5.4,,new_primary_first_pass,0,1,valid,0.42,False,False,True
xes3g5m,73af37806b23bdbb4bbfcb60860628b1aa8798720cdf77deeb5c5b00af1113ef,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,73af37806b23bdbb4bbfcb60860628b1aa8798720cdf77deeb5c5b00af1113ef,gpt-5.4,,new_primary_first_pass,0,1,valid,0.32,False,False,True
xes3g5m,96c5112df14c0d2420212ad1797a34906686eaaa56114bf491f98809766eea7d,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
xes3g5m,96c5112df14c0d2420212ad1797a34906686eaaa56114bf491f98809766eea7d,gpt-5.4,,new_primary_first_pass,0,1,valid,0.42,False,False,True
xes3g5m,eecd001d46d15bd32a17212659a2e438a5e8b17f97badc484001ca9e0860d902,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,eecd001d46d15bd32a17212659a2e438a5e8b17f97badc484001ca9e0860d902,gpt-5.4,,new_primary_first_pass,0,1,valid,0.78,False,False,True
xes3g5m,bdee4f87eb1c233ec26dffc666390a7cec2a40657132977646c1e949b5f345a7,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.3,False,False,True
xes3g5m,bdee4f87eb1c233ec26dffc666390a7cec2a40657132977646c1e949b5f345a7,gpt-5.4,,new_primary_first_pass,0,1,valid,0.05,False,False,True
xes3g5m,24d5082c18999cb93d24ab969fe2906cdd01b9abf7b68740093401c8dc6fb7e5,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
xes3g5m,24d5082c18999cb93d24ab969fe2906cdd01b9abf7b68740093401c8dc6fb7e5,gpt-5.4,,new_primary_first_pass,0,1,valid,0.32,False,False,True
xes3g5m,1f4903209f93ef2af32c79274a1b9285edda7a802ba779f8c79d0999135dca10,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
xes3g5m,1f4903209f93ef2af32c79274a1b9285edda7a802ba779f8c79d0999135dca10,gpt-5.4,,new_primary_first_pass,0,1,valid,0.08,False,False,True
xes3g5m,d49b241023caeeaec9fdb78964b79cff9bdb5b83b0e7607060622873a3d956bf,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
xes3g5m,d49b241023caeeaec9fdb78964b79cff9bdb5b83b0e7607060622873a3d956bf,gpt-5.4,,new_primary_first_pass,0,1,valid,0.32,False,False,True
xes3g5m,bf3b51b523c477f636018abec82536ebadd6fd0dac20f505d890de9b965f7df2,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
xes3g5m,bf3b51b523c477f636018abec82536ebadd6fd0dac20f505d890de9b965f7df2,gpt-5.4,,new_primary_first_pass,0,1,valid,0.62,False,False,True
xes3g5m,c57155d7a0f262015f21df5b101687b8ea53ae168de0f13fa6f21a30dd5f6edb,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,c57155d7a0f262015f21df5b101687b8ea53ae168de0f13fa6f21a30dd5f6edb,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
xes3g5m,285184d90e1e382847dd661b887e71a1caefb3a66c7f83a4760d4c6962063f76,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
xes3g5m,285184d90e1e382847dd661b887e71a1caefb3a66c7f83a4760d4c6962063f76,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
xes3g5m,157b91de2b22c00eb437283e75c164d857ef49d2757a1390fcf42d136757ac0b,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,157b91de2b22c00eb437283e75c164d857ef49d2757a1390fcf42d136757ac0b,gpt-5.4,,new_primary_first_pass,0,1,valid,0.32,False,False,True
xes3g5m,a29be051c9431abb50b500a7efe7e5a8b93fca0da3b6ce189443c5d759331e88,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,a29be051c9431abb50b500a7efe7e5a8b93fca0da3b6ce189443c5d759331e88,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
xes3g5m,7eb2c15c86573c6a736ae12112364f6b287511e5b4952aeae406843485a69ffc,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
xes3g5m,7eb2c15c86573c6a736ae12112364f6b287511e5b4952aeae406843485a69ffc,gpt-5.4,,new_primary_first_pass,0,1,valid,0.2,False,False,True
xes3g5m,16742144afffe358804b25d7a4bb0d09c922567ab8410aa9d78b1a668fc74955,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
xes3g5m,16742144afffe358804b25d7a4bb0d09c922567ab8410aa9d78b1a668fc74955,gpt-5.4,,new_primary_first_pass,0,1,valid,0.93,False,False,True
xes3g5m,7af533eb3fc3aacea897fd67df02c7d3f529b51a9db39633c9ab7eea7ebce998,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
xes3g5m,7af533eb3fc3aacea897fd67df02c7d3f529b51a9db39633c9ab7eea7ebce998,gpt-5.4,,new_primary_first_pass,0,1,valid,0.1,False,False,True
xes3g5m,cc8e0cc90bf0bf9bb8ad7a5e6b5e9a8342de168acf9855c4997b939a4f9db653,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,cc8e0cc90bf0bf9bb8ad7a5e6b5e9a8342de168acf9855c4997b939a4f9db653,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
xes3g5m,ee2f5a271729e28229d2495d0726e9284994f151d836013d82762d38b2cac48f,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
xes3g5m,ee2f5a271729e28229d2495d0726e9284994f151d836013d82762d38b2cac48f,gpt-5.4,,new_primary_first_pass,0,1,valid,0.92,False,False,True
xes3g5m,de6ee521bf3e752bfba990c48e5a62292cb50107e174eecada9bbe13f5d3e749,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,de6ee521bf3e752bfba990c48e5a62292cb50107e174eecada9bbe13f5d3e749,gpt-5.4,,new_primary_first_pass,0,1,valid,0.28,False,False,True
xes3g5m,ddd117553a7022effdbd8b8f7f99e17afb0d25f5f82f64497f1fb73903cd8332,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.3,False,False,True
xes3g5m,ddd117553a7022effdbd8b8f7f99e17afb0d25f5f82f64497f1fb73903cd8332,gpt-5.4,,new_primary_first_pass,0,1,valid,0.1,False,False,True
xes3g5m,df16afc908e3b8660a9c745c41b3dae0bb03f1b965d27b5a3d19303816904a7a,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,df16afc908e3b8660a9c745c41b3dae0bb03f1b965d27b5a3d19303816904a7a,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
xes3g5m,d92a60031a505af42e30d51b01e98451a7ad53db76be65a1b62fa6f3a0a8f88f,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,d92a60031a505af42e30d51b01e98451a7ad53db76be65a1b62fa6f3a0a8f88f,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
xes3g5m,1662d8c198ff50c491907ea72d7f92fbbf9f054ea9ae99b2d6c7201b56eadef6,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,1662d8c198ff50c491907ea72d7f92fbbf9f054ea9ae99b2d6c7201b56eadef6,gpt-5.4,,new_primary_first_pass,0,1,valid,0.2,False,False,True
xes3g5m,6d045ab70dbc7078fd1566108ea1980878acf7f3a8f07c32dea9c69f5e579d1b,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,6d045ab70dbc7078fd1566108ea1980878acf7f3a8f07c32dea9c69f5e579d1b,gpt-5.4,,new_primary_first_pass,0,1,valid,0.62,False,False,True
xes3g5m,8ce10ec53516f9e380294aa8a3f1b0e9600c4849fbf8b8831ed7d8bb400e80b7,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.3,False,False,True
xes3g5m,8ce10ec53516f9e380294aa8a3f1b0e9600c4849fbf8b8831ed7d8bb400e80b7,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
xes3g5m,615135515987a7407cb356f106c455b9429e829f0148040099e543d5753660c3,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
xes3g5m,615135515987a7407cb356f106c455b9429e829f0148040099e543d5753660c3,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
xes3g5m,13c955fa8bc3632107c8c380d2d05594e5da6106682bdc7ed210773212556346,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,13c955fa8bc3632107c8c380d2d05594e5da6106682bdc7ed210773212556346,gpt-5.4,,new_primary_first_pass,0,1,valid,0.2,False,False,True
xes3g5m,bbc65821445b2f62070dcf292cff8780f6feb42b78beb6dd4ff5ce7ed2f58176,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.3,False,False,True
xes3g5m,bbc65821445b2f62070dcf292cff8780f6feb42b78beb6dd4ff5ce7ed2f58176,gpt-5.4,,new_primary_first_pass,0,1,valid,0.1,False,False,True
xes3g5m,16aaa0d0214e629d07cae0f7deb7244cdb5207f62483c11ae2370be966f01986,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,16aaa0d0214e629d07cae0f7deb7244cdb5207f62483c11ae2370be966f01986,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
xes3g5m,1d8884af4c44017c00f8347860e5a2f4fd768e024a60600fb4bb95153be50120,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
xes3g5m,1d8884af4c44017c00f8347860e5a2f4fd768e024a60600fb4bb95153be50120,gpt-5.4,,new_primary_first_pass,0,1,valid,0.2,False,False,True
xes3g5m,b5edc3f57edee1129104b42ae0d851b6091b5b604f569969938f08e17a43966a,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
xes3g5m,b5edc3f57edee1129104b42ae0d851b6091b5b604f569969938f08e17a43966a,gpt-5.4,,new_primary_first_pass,0,1,valid,0.28,False,False,True
xes3g5m,96c62db945d2f9e29d2e9deb725f0f318fda897548cfc4fd7373f4dcfcae6a7f,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.2,False,False,True
xes3g5m,96c62db945d2f9e29d2e9deb725f0f318fda897548cfc4fd7373f4dcfcae6a7f,gpt-5.4,,new_primary_first_pass,0,1,valid,0.08,False,False,True
xes3g5m,47c790a0f17b423ab14e68437dd275b6b44c777b02eaef1a1cc9ea6d3bc6634a,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,47c790a0f17b423ab14e68437dd275b6b44c777b02eaef1a1cc9ea6d3bc6634a,gpt-5.4,,new_primary_first_pass,0,1,valid,0.34,False,False,True
xes3g5m,8c86e553928146c43ceb0a6caf30fcc9266390c915ed0e30d1d6be97524484e2,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,8c86e553928146c43ceb0a6caf30fcc9266390c915ed0e30d1d6be97524484e2,gpt-5.4,,new_primary_first_pass,0,1,valid,0.2,False,False,True
xes3g5m,560903e0f73d2363ef8948f8309e3057eb4bfc3240c7407358a81e952cb1bf7e,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,560903e0f73d2363ef8948f8309e3057eb4bfc3240c7407358a81e952cb1bf7e,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
xes3g5m,5a79374f3a6bc514f71bcfcda30a23b4dd23c668f25de73c6fb5ab43d1f32f87,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.8,False,False,True
xes3g5m,5a79374f3a6bc514f71bcfcda30a23b4dd23c668f25de73c6fb5ab43d1f32f87,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
xes3g5m,d1a507a9bd3025e11e1ff32cccd4908ad498c2962d714bad3a12a4509cef714b,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
xes3g5m,d1a507a9bd3025e11e1ff32cccd4908ad498c2962d714bad3a12a4509cef714b,gpt-5.4,,new_primary_first_pass,0,1,valid,0.1,False,False,True
xes3g5m,6d2fff26d39e45fbbc1eaad54473aee150644d85138691845dc7450c19296cdf,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
xes3g5m,6d2fff26d39e45fbbc1eaad54473aee150644d85138691845dc7450c19296cdf,gpt-5.4,,new_primary_first_pass,0,1,valid,0.08,False,False,True
xes3g5m,7155d321bed608c3483888492c1f73c56dd9b9bee5317df88e2fbdffac67c8c7,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.3,False,False,True
xes3g5m,7155d321bed608c3483888492c1f73c56dd9b9bee5317df88e2fbdffac67c8c7,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
xes3g5m,4c3546ed753abe2051d877b1df5504b942f2c27f0e48c2c3e5bc60b1dd33b397,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,4c3546ed753abe2051d877b1df5504b942f2c27f0e48c2c3e5bc60b1dd33b397,gpt-5.4,,new_primary_first_pass,0,1,valid,0.2,False,False,True
xes3g5m,b3b8ff653862066ebf24b2475cd497f4539d0841748e09cf32066f76feeb47c0,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,b3b8ff653862066ebf24b2475cd497f4539d0841748e09cf32066f76feeb47c0,gpt-5.4,,new_primary_first_pass,0,1,valid,0.42,False,False,True
xes3g5m,ecbb3ece2f59c4445e20a8965c4b30cce8fe7b003940db3aab5c5bbcdc6292f3,gpt-4o-mini,,pilot_cache_hit,0,0,valid,0.4,True,True,True
xes3g5m,ecbb3ece2f59c4445e20a8965c4b30cce8fe7b003940db3aab5c5bbcdc6292f3,gpt-5.4,,pilot_cache_hit,0,0,valid,0.42,True,True,True
xes3g5m,3d47b923ac5cf709d4df4826eb7f0a1433c60d660243d93d8e758cc9a03c6fdd,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
xes3g5m,3d47b923ac5cf709d4df4826eb7f0a1433c60d660243d93d8e758cc9a03c6fdd,gpt-5.4,,new_primary_first_pass,0,1,valid,0.1,False,False,True
xes3g5m,6b422236ead219653abc98732170cce391987647c5a65a481cf0ff4ecf2b41ab,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
xes3g5m,6b422236ead219653abc98732170cce391987647c5a65a481cf0ff4ecf2b41ab,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
xes3g5m,76a8e355d6a22112f3e53fec643e4be9e4700266b3703bc5871c79a602dadc27,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,76a8e355d6a22112f3e53fec643e4be9e4700266b3703bc5871c79a602dadc27,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
xes3g5m,8d08bdcdd22d15698286133b1bab4e98d042ab243f4a0c0357e22fe4e066f270,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
xes3g5m,8d08bdcdd22d15698286133b1bab4e98d042ab243f4a0c0357e22fe4e066f270,gpt-5.4,,new_primary_first_pass,0,1,valid,0.62,False,False,True
xes3g5m,bcd6f40aee24c3ed1aa652767a30a39b9ac8e2a6f1c573f1467547bd7876ee34,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.3,False,False,True
xes3g5m,bcd6f40aee24c3ed1aa652767a30a39b9ac8e2a6f1c573f1467547bd7876ee34,gpt-5.4,,new_primary_first_pass,0,1,valid,0.1,False,False,True
xes3g5m,047ebb76a12e38d11f48c9c12088810ac603ad1e0b4a49c23b7ec61679cfda9b,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,047ebb76a12e38d11f48c9c12088810ac603ad1e0b4a49c23b7ec61679cfda9b,gpt-5.4,,new_primary_first_pass,0,1,valid,0.28,False,False,True
xes3g5m,6946dd7e7612fed99388f2f7bf3dba042058ffd157b34b08a187c251453480d9,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
xes3g5m,6946dd7e7612fed99388f2f7bf3dba042058ffd157b34b08a187c251453480d9,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
xes3g5m,01f3639d5d2151b492cfbf38d9d334cc17b63fbeab4204f75c056c32d03c97d6,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,01f3639d5d2151b492cfbf38d9d334cc17b63fbeab4204f75c056c32d03c97d6,gpt-5.4,,new_primary_first_pass,0,1,valid,0.32,False,False,True
xes3g5m,f4542449631b665b2c4d435375bef3a9e5331dd220a14583bb66d9e4e010f1b3,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
xes3g5m,f4542449631b665b2c4d435375bef3a9e5331dd220a14583bb66d9e4e010f1b3,gpt-5.4,,new_primary_first_pass,0,1,valid,0.42,False,False,True
xes3g5m,99d24a9c6f5387f047714ef68e4655bc29832ad9f1d464ec4539ebfd1a1c3479,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
xes3g5m,99d24a9c6f5387f047714ef68e4655bc29832ad9f1d464ec4539ebfd1a1c3479,gpt-5.4,,new_primary_first_pass,0,1,valid,0.1,False,False,True
xes3g5m,b9d1d0f6fd5a9e70cd04b7f891800310c621c8ce4c94f076bf7094177f8105af,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
xes3g5m,b9d1d0f6fd5a9e70cd04b7f891800310c621c8ce4c94f076bf7094177f8105af,gpt-5.4,,new_primary_first_pass,0,1,valid,0.28,False,False,True
xes3g5m,5a165017924501b88f7255ab0b1b9e33d022209b6b12c8d070d441b7ae281716,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
xes3g5m,5a165017924501b88f7255ab0b1b9e33d022209b6b12c8d070d441b7ae281716,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
